CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,NOx
-200,-200,-200,-200.0,-200,-200,-200,-200,-200,-200,-200,-200,-200
2.3,1171,-200,10.4,993,597,160,1208,841,25.0,23.4,0.7301,290
4.6,1482,692,20.8,1319,660,146,1975,1703,21.5,40.8,1.0333,230
-200,968,-200,5.4,785,1011,-200,1446,550,17.8,44.4,0.8967,-200
0.7,936,-200,2.4,611,911,89,949,741,13.5,40.0,0.6168,134
3.4,1117,-200,21.1,1327,692,196,1302,1475,13.5,19.5,0.3003,625
2,-200,-200,-200.0,-200,-200,104,-200,-200,-200,-200,-200,114
3.7,1408,239,15.1,1153,830,119,1777,1411,9.6,59.7,0.7124,295
-200.0,802,-200,0.5,440,1413,30,738,312,6.9,39.1,0.3901,31
4.2,1388,-200,24.5,1418,568,226,2250,1913,38.8,24.2,1.6433,287
1.8,1014,-200,9.4,954,865,103,1697,818,29.4,32.9,1.3244,118
1.7,1008,-200,8.0,900,907,67,1681,850,21.6,53.6,1.3674,55
5.6,1608,-200,27.2,1483,446,208,1845,2058,15.8,56.3,1.0026,949
1.7,1016,-200,6.7,845,771,134,987,818,11.3,31.7,0.4249,270
3.3,1548,-200,13.4,1097,491,155,1477,1497,9.5,82.4,0.9760,522
3.5,1346,-200,17.5,1224,715,146,1794,1272,23.9,29.4,0.8589,202
1.4,1184,-200,4.6,743,672,90,1369,915,15.2,81.4,1.3930,208
1.6,907,-200,9.6,961,920,102,1564,668,31.1,18.2,0.8079,105
0.4,848,-200,1.3,530,1072,55,901,523,9.1,52.4,0.6074,75
2.7,1336,132,11.8,1043,935,96,1678,1192,6.5,71.6,0.6945,256
1.5,975,97,5.6,793,1133,97,1254,637,13.9,33.2,0.5222,119
2.9,1348,-200,17.2,1217,559,91,1816,1413,20.2,66.3,1.5550,392
1.5,1080,-200,12.3,1059,733,123,1622,908,43.1,13.8,1.1803,107
0.5,859,-200,4.3,727,1120,84,1187,753,16.7,28.3,0.5316,65
0.9,1005,64,4.0,713,1130,78,1363,924,8.0,71.8,0.7711,103
2.6,1243,-200,12.7,1072,675,103,1978,1195,23.6,59.8,1.7193,152
1.6,1085,-200,8.4,918,721,72,1467,1023,24.6,50.4,1.5363,179
1.2,953,-200,5.4,781,889,-200,1356,641,29.8,28.0,1.1558,-200
1.5,974,-200,5.0,763,861,174,865,1076,4.2,40.9,0.3417,239
-200,789,-200,2.2,596,1145,48,1161,698,14.6,62.1,1.0236,62
4.4,1401,-200,25.8,1449,477,102,1969,1528,16.0,76.4,1.3751,736
0.8,905,-200,5.2,776,851,48,1327,825,15.2,78.0,1.3382,163
2.1,1037,-200,11.9,1046,838,109,1763,1004,28.8,29.1,1.1349,177
-200,926,-200,3.9,707,1130,-200,1429,532,19.3,46.6,1.0298,-200
-200,1094,-200,9.9,976,719,-200,1753,869,35.6,30.6,1.7493,-200
3.4,1201,-200,19.3,1278,657,174,1892,1302,39.6,16.9,1.2028,278
-200,944,-200,3.4,677,1140,-200,1436,501,17.1,55.5,1.0724,-200
2,1028,-200,12.3,1060,686,108,1601,806,33.3,24.4,1.2320,213
6.6,1702,-200,31.5,1585,422,183,1960,1967,10.7,76.2,0.9798,1188
0.8,988,-200,4.0,713,1092,79,1455,716,18.9,49.3,1.0668,78
1.3,936,-200,7.3,871,990,97,1430,921,24.9,27.2,0.8429,108
-200,942,-200,5.6,791,841,69,1551,859,23.5,51.3,1.4670,55
0.7,877,-200,3.0,655,1061,35,1471,444,33.0,37.3,1.8481,27
-200,1079,-200,7.8,890,745,-200,1522,1000,20.5,64.9,1.5473,-200
2.1,1041,-200,9.1,945,692,145,1082,1000,19.1,18.1,0.3955,306
1.9,1113,-200,11.0,1013,702,119,1781,903,34.0,32.7,1.7146,125
5.5,1612,-200,27.7,1496,429,137,2127,1743,26.9,48.6,1.7017,548
1.0,1033,-200,4.0,711,893,115,935,893,6.4,43.8,0.4230,220
1.9,1026,-200,13.0,1085,848,116,1654,1341,37.4,14.9,0.9413,124
1.4,997,112,6.1,817,1030,79,1426,626,14.4,51.8,0.8433,84
6.2,1664,-200,36.6,1699,385,134,2305,2062,22.2,61.0,1.6071,685
2.3,1119,221,11.2,1022,916,117,1508,853,17.1,31.3,0.6038,137
3.5,1266,-200,15.0,1149,528,255,1435,1370,6.1,74.0,0.7025,559
4.3,1191,-200,10.7,1005,637,166,1224,1284,5.9,62.1,0.5808,347
5.4,-200,-200,-200.0,-200,-200,251,-200,-200,-200,-200,-200,723
2.6,1292,-200,10.7,1003,789,108,1753,1163,19.9,54.9,1.2632,170
1.3,987,116,4.3,727,1213,70,1244,502,18.2,28.3,0.5848,73
0.8,939,-200,1.8,568,1037,72,1054,656,12.4,62.6,0.8994,101
3.6,1297,538,19.7,1287,723,138,1798,1216,21.5,24.5,0.6203,192
-200,1051,-200,8.1,901,778,-200,1379,1020,17.6,57.6,1.1471,-200
4.4,1494,-200,23.1,1381,422,223,1677,1879,18.4,38.8,0.8152,544
-200.0,763,-200,0.4,428,1532,30,757,296,3.9,50.9,0.4144,31
4.1,1157,-200,12.4,1063,905,160,1394,1223,10.7,73.9,0.9502,491
2.1,1181,-200,12.8,1078,706,122,1870,1140,35.4,27.8,1.5733,159
1.6,968,-200,5.4,785,872,111,1209,826,12.9,70.5,1.0442,239
0.9,839,-200,3.6,690,1030,52,1457,640,24.8,43.4,1.3366,34
1.2,950,-200,8.9,937,802,80,1566,989,23.4,38.6,1.0968,64
2,1060,-200,10.9,1010,858,102,1623,1074,23.9,30.7,0.9002,135
0.4,839,-200,3.0,652,1075,49,1405,671,22.5,43.2,1.1589,34
1,949,-200,5.0,764,898,56,1579,573,35.9,32.1,1.8697,44
1.8,1065,-200,9.8,970,698,70,1724,1049,25.7,50.7,1.6491,77
1.2,912,-200,6.7,842,863,-200,1489,1015,21.2,45.8,1.1353,-200
-200,973,-200,4.9,761,954,55,1501,815,18.0,57.6,1.1788,49
-200.0,993,-200,2.3,604,848,65,1160,762,14.5,66.4,1.0919,85
2.9,1087,-200,17.1,1213,668,243,1216,1402,11.9,27.9,0.3882,661
1.2,978,75,4.0,711,1144,63,1304,750,11.0,56.6,0.7418,48
2.8,1153,-200,8.8,933,687,161,1133,1268,4.7,69.0,0.5936,443
0.9,927,-200,3.8,702,932,147,847,750,9.0,34.5,0.3980,210
-200,890,-200,6.0,813,898,-200,1274,772,15.4,57.7,1.0008,-200
1.2,1018,-200,3.7,693,868,118,937,683,13.8,32.4,0.5084,157
-200,859,35,2.2,602,1209,40,1321,644,14.7,56.2,0.9341,24
-200,1438,-200,13.4,1096,781,-200,1779,1266,23.3,35.8,1.0098,-200
0.8,901,-200,2.9,646,1105,50,1446,488,29.1,40.8,1.6203,37
2,1109,-200,9.3,951,664,77,1570,1076,20.8,71.7,1.7415,210
0.8,882,-200,4.0,713,978,57,1343,731,22.8,53.0,1.4577,71
3.5,1387,559,20.8,1318,701,145,1890,1299,28.4,23.4,0.8935,197
2.2,1085,-200,7.9,896,760,147,1049,1138,12.5,32.3,0.4670,299
1.9,1162,-200,12.4,1064,832,97,1675,913,25.7,28.4,0.9248,124
6.6,1843,488,32.6,1610,624,170,2390,1887,12.9,50.5,0.7478,340
1.3,1076,-200,9.9,972,819,109,1525,923,41.8,15.0,1.1989,111
0.7,839,-200,4.8,752,1102,64,1298,515,37.9,12.7,0.8211,52
0.1,909,-200,2.5,622,1046,89,992,730,5.6,69.5,0.6362,130
3.1,1297,-200,11.8,1044,600,231,1185,1559,9.7,39.7,0.4792,509
1.8,1105,-200,7.6,883,747,102,1180,1179,9.9,62.1,0.7566,266
4.4,1460,-200,25.0,1430,466,125,1932,1604,23.0,49.0,1.3620,524
1.3,988,-200,8.9,937,894,91,1543,1008,23.5,32.2,0.9220,98
4.6,1469,-200,27.5,1491,555,95,2301,1561,12.7,65.6,0.9620,327
1.7,1305,-200,7.6,884,980,87,1573,927,19.5,42.3,0.9476,95
1,938,-200,7.6,881,956,61,1607,662,24.1,43.3,1.2839,48
4.4,1381,-200,23.6,1394,495,107,1911,1558,20.6,60.2,1.4428,560
3.9,1112,-200,19.0,1267,671,162,1250,1307,11.1,24.8,0.3264,659
1.3,1088,-200,8.8,932,706,72,1565,1034,21.5,67.5,1.7080,203
2.5,1213,-200,12.3,1060,578,166,1292,1041,23.6,22.9,0.6571,386
-200,1188,-200,14.2,1124,625,-200,1655,1094,27.1,40.2,1.4217,-200
4.6,1522,-200,20.9,1320,690,158,2005,1435,16.0,50.7,0.9142,270
3.5,1167,-200,18.8,1263,640,113,1790,1212,23.0,49.3,1.3689,338
-200,869,-200,3.0,649,1033,-200,1249,631,14.7,80.7,1.3414,-200
0.3,1128,-200,4.5,740,705,134,1113,1064,10.2,57.9,0.7191,195
-200,865,-200,2.8,636,992,-200,1285,761,20.0,62.9,1.4495,-200
1.7,1247,-200,9.6,961,666,71,1569,1112,23.8,56.1,1.6298,167
1.7,-200,-200,-200.0,-200,-200,87,-200,-200,-200,-200,-200,299
4.8,1622,-200,20.5,1312,477,187,1727,1804,16.4,68.2,1.2662,765
0.8,870,-200,2.0,582,1091,115,791,737,0.3,53.7,0.3424,149
0.5,775,-200,2.3,609,1319,42,1190,468,20.2,46.7,1.0899,58
2.5,1187,-200,8.8,931,669,121,1093,1792,4.3,64.1,0.5370,251
-200,877,-200,3.0,654,987,-200,1529,801,26.8,50.9,1.7693,-200
1,909,-200,4.3,728,933,107,948,905,7.8,47.4,0.5046,221
-200,1021,-200,10.9,1010,1116,-200,1480,1027,21.7,29.2,0.7458,-200
5,1424,-200,27.3,1486,523,218,2084,1537,32.2,28.8,1.3624,506
1,865,-200,3.6,687,1191,78,1388,521,20.3,44.1,1.0392,75
2.3,1141,-200,9.7,967,698,117,1245,1214,9.1,65.7,0.7607,417
-200,1167,-200,9.1,945,826,-200,1702,1100,15.0,65.2,1.1045,-200
0.8,855,-200,5.0,762,942,73,1444,959,18.8,49.0,1.0505,79
1.7,1005,-200,9.8,972,834,102,1514,952,22.9,47.9,1.3208,279
3.9,1209,-200,9.5,958,666,138,1124,1662,5.3,61.1,0.5499,379
3.8,1332,-200,14.5,1132,522,269,1439,1352,3.9,83.9,0.6847,645
4.7,1498,536,17.7,1230,649,140,1963,1308,14.6,74.9,1.2391,250
5.4,-200,-200,-200.0,-200,-200,143,-200,-200,-200,-200,-200,487
-200,-200,-200,-200.0,-200,-200,-200,-200,-200,-200,-200,-200,-200
-200,861,-200,4.7,746,911,-200,1448,771,21.7,56.4,1.4496,-200
4.7,1506,-200,22.3,1360,458,113,1944,1609,22.0,69.2,1.8061,529
1.1,948,-200,4.8,754,1086,64,1436,602,24.4,32.7,0.9863,64
2.2,1323,-200,14.6,1137,696,94,1846,1285,19.3,48.3,1.0723,139
-200,1052,-200,9.4,956,675,-200,1581,987,25.0,47.6,1.4872,-200
1,969,-200,6.5,835,859,64,1437,773,22.7,53.7,1.4580,97
-200,899,-200,2.1,591,1243,-200,1259,815,10.7,62.3,0.7988,-200
3.5,1440,-200,19.4,1281,580,178,2021,1474,36.4,27.3,1.6308,253
2.8,1193,-200,14.6,1136,667,151,1924,1370,25.7,41.0,1.3351,245
3.4,1464,-200,18.4,1251,530,136,1853,1487,26.4,45.4,1.5400,372
2.5,1067,-200,13.7,1106,745,107,1840,1125,23.3,43.4,1.2251,143
0.9,883,-200,1.7,561,1080,84,785,412,5.1,51.2,0.4534,93
1.4,995,72,3.6,691,1219,69,1321,836,7.4,68.0,0.7043,91
4.7,1282,-200,20.6,1312,551,177,1671,1312,12.9,68.8,1.0175,568
3.0,1257,-200,15.9,1176,612,169,1357,1365,1.8,63.3,0.4464,552
1.6,1275,-200,8.8,930,649,106,1024,1617,5.3,50.7,0.4564,215
0.7,942,-200,3.7,696,916,51,1542,465,26.2,61.6,2.0575,45
1.1,1060,-200,6.3,825,854,147,967,1338,9.8,36.0,0.4364,277
-200.0,804,-200,1.5,546,1194,67,796,400,3.9,50.6,0.4127,81
4.1,1413,-200,17.7,1231,520,117,1853,1415,21.6,67.7,1.7228,460
3.2,-200,-200,-200.0,-200,-200,169,-200,-200,-200,-200,-200,506
1.8,1036,-200,9.4,955,829,130,1527,840,30.5,24.7,1.0592,166
2.5,933,-200,3.1,660,955,98,911,488,9.0,47.3,0.5420,132
-200,830,-200,3.2,662,1217,31,1556,704,18.9,67.8,1.4689,30
4.4,1630,-200,28.7,1520,427,118,2166,1691,25.9,55.8,1.8347,447
-200,1129,-200,13.7,1107,844,-200,1742,940,25.9,26.9,0.8845,-200
2.5,1023,-200,14.9,1147,829,115,1842,983,34.4,20.4,1.0857,185
2.4,698,-200,2.4,614,1286,-200,718,591,10.4,19.2,0.2420,-200
1.4,985,-200,8.1,903,1059,86,1437,712,27.4,20.5,0.7379,90
-200,855,-200,4.6,741,965,-200,901,616,12.5,30.3,0.4367,-200
1.0,839,-200,2.3,608,1040,115,780,475,3.3,45.2,0.3540,191
1.5,984,-200,6.4,829,1003,85,1516,787,13.3,61.8,0.9433,99
0.7,881,-200,3.5,680,1023,110,813,866,-1.3,47.5,0.2702,159
0.8,830,46,2.2,596,1389,52,1145,371,17.9,30.7,0.6234,54
1.8,970,-200,5.7,798,842,191,941,874,4.5,49.6,0.4210,325
1.7,1004,-200,10.5,997,813,96,1726,1018,24.0,39.6,1.1662,104
0.2,858,-200,2.7,633,1136,73,878,788,3.5,55.9,0.4431,97
2.7,1184,-200,14.1,1119,594,104,1806,912,31.4,35.4,1.5972,243
2.8,1125,-200,14.1,1121,630,185,1132,1405,9.5,25.2,0.2996,357
1.1,954,-200,2.7,630,988,92,1107,664,11.6,68.9,0.9411,134
1.4,1096,-200,8.1,903,732,52,1560,857,23.8,60.2,1.7515,107
2.1,1042,-200,11.4,1029,907,103,1540,879,28.4,20.2,0.7697,123
3.6,1298,-200,13.0,1082,642,148,1287,1237,4.7,82.8,0.7157,452
2.4,1195,-200,11.0,1013,646,104,1345,1276,14.5,62.3,1.0216,355
5.0,1472,-200,24.5,1418,459,159,1681,1554,6.8,74.8,0.7423,756
0.7,881,-200,4.2,724,913,-200,1277,776,14.8,79.7,1.3286,-200
1.3,1065,-200,6.1,816,777,90,1245,873,10.8,80.0,1.0367,215
1,870,-200,4.6,745,998,70,1400,472,34.0,25.2,1.3140,54
2.9,1232,-200,11.5,1032,599,123,1347,1331,9.4,75.0,0.8874,391
-200,970,-200,3.4,678,916,-200,1101,732,10.1,64.6,0.7967,-200
-200,1050,-200,8.6,923,747,-200,1662,744,37.1,27.9,1.7309,-200
0.6,928,-200,2.7,631,985,89,908,884,4.5,56.3,0.4800,148
1.7,988,-200,8.5,918,1007,94,1393,850,22.3,24.1,0.6394,141
-200,919,-200,3.0,652,953,-200,1045,712,9.9,61.3,0.7499,-200
3.1,1319,-200,15.5,1164,489,144,1543,1418,15.1,58.6,0.9982,454
0.8,802,-200,3.5,680,1091,73,1137,756,15.3,51.9,0.8982,105
4.5,1368,-200,21.4,1334,529,173,1547,1653,13.8,48.9,0.7699,660
-200,1610,-200,36.5,1697,407,-200,2287,1810,19.7,57.8,1.3138,-200
-200,1286,-200,15.8,1172,644,-200,1870,1295,30.1,42.0,1.7602,-200
1.9,973,-200,9.2,949,987,-200,1615,820,23.5,36.9,1.0518,-200
2,1338,215,11.0,1016,798,95,1766,1194,24.3,41.8,1.2561,98
2.3,-200,-200,-200.0,-200,-200,109,-200,-200,-200,-200,-200,144
-200,891,-200,5.5,789,960,-200,1234,522,21.6,35.9,0.9164,-200
3,1187,-200,11.8,1042,766,110,1840,1093,16.6,70.8,1.3253,196
2.7,1342,202,13.7,1106,694,102,1856,1443,17.8,61.0,1.2352,156
2.5,1253,-200,11.4,1030,590,137,1351,1368,10.6,62.3,0.7981,464
2.2,1114,-200,8.6,922,689,225,1022,1223,8.7,36.3,0.4074,410
0.8,978,-200,4.1,718,1137,66,1392,565,23.6,34.0,0.9749,67
2.3,1286,-200,9.1,942,687,137,1362,1103,13.5,67.1,1.0357,343
0.8,792,-200,2.0,583,1972,66,946,517,12.3,48.7,0.6931,105
4.1,1283,-200,21.1,1328,552,228,1294,1722,13.0,20.3,0.3030,640
-200,1035,-200,8.7,929,887,-200,1599,1009,10.2,70.9,0.8841,-200
1.6,1143,106,6.3,825,986,86,1477,978,12.0,61.6,0.8593,96
3.1,1196,-200,14.7,1139,617,186,1271,1497,4.6,52.1,0.4472,530
2.3,1223,-200,10.6,999,578,161,1258,1547,17.4,33.2,0.6535,428
2.9,-200,299,-200.0,-200,-200,117,-200,-200,-200,-200,-200,215
1.7,1066,-200,9.0,940,683,89,1744,978,26.6,56.4,1.9349,86
1.6,1086,-200,8.0,901,715,103,1216,1055,7.7,76.8,0.8112,343
-200,753,-200,0.5,437,1904,19,1110,301,16.3,41.0,0.7513,14
3.8,1165,-200,12.6,1070,650,166,1467,1180,15.8,61.1,1.0856,522
2.0,1366,-200,17.1,1213,489,134,1611,1469,14.0,66.4,1.0536,378
1.4,925,-200,3.4,678,960,125,861,594,2.8,49.0,0.3700,176
-200,848,-200,2.8,642,1202,-200,1325,760,14.6,53.0,0.8775,-200
-200,1485,-200,34.4,1650,632,-200,2337,1789,19.0,41.6,0.9039,-200
1.7,919,-200,3.7,693,955,-200,882,979,2.3,56.3,0.4134,-200
1.2,963,-200,7.9,894,942,91,1702,1065,19.7,58.4,1.3254,131
3.9,1392,597,17.0,1210,689,135,1792,1559,18.4,36.9,0.7758,257
2.2,1088,-200,11.1,1019,668,-200,1554,1165,26.3,34.1,1.1453,-200
1.8,1098,-200,10.8,1007,799,116,1546,937,41.3,13.0,1.0154,120
1.8,1267,-200,7.6,883,953,82,1617,906,19.4,46.1,1.0249,103
-200,1047,-200,11.6,1037,749,-200,1429,904,19.8,41.5,0.9489,-200
-200,795,-200,1.0,494,1398,-200,1353,400,28.9,48.4,1.8982,-200
0.5,805,-200,1.6,555,1255,72,1019,496,6.7,79.8,0.7872,113
3.3,1535,-200,13.7,1108,785,125,1820,1323,16.4,53.8,0.9964,206
3.5,1220,-200,21.4,1334,695,183,2066,1215,36.6,20.6,1.2445,176
1.3,1024,91,4.7,747,1136,75,1382,897,9.7,58.6,0.7035,105
2.1,1006,-200,12.0,1048,925,114,1416,966,21.2,18.9,0.4710,147
4.3,1373,-200,22.5,1364,597,184,2005,1745,33.7,22.6,1.1658,282
3.0,1209,-200,12.9,1082,573,238,1355,1105,6.5,71.0,0.6903,407
2.5,998,-200,14.1,1119,832,120,1780,1057,31.6,24.1,1.0994,207
1.9,1037,-200,9.8,969,841,105,1728,865,27.4,37.0,1.3319,127
1.6,1060,-200,8.6,925,772,109,1649,1161,21.1,70.1,1.7366,339
2.8,1309,165,12.7,1073,954,120,1657,1112,15.9,37.2,0.6657,178
1.5,1128,-200,6.1,818,674,149,1156,1303,13.2,51.6,0.7765,244
2.2,1021,-200,7.6,882,727,137,1097,847,11.5,42.1,0.5706,305
1.3,969,-200,6.8,850,857,77,1503,695,31.7,28.2,1.2962,70
-200,851,-200,2.1,592,1054,-200,1482,578,24.5,57.1,1.7327,-200
-200,867,-200,3.5,680,932,51,1477,777,23.7,51.2,1.4795,35
1.1,1201,-200,10.2,985,585,156,1252,996,18.8,31.5,0.6752,289
-200,1086,-200,13.6,1105,710,131,1682,1109,29.6,26.1,1.0682,144
3.6,1116,-200,16.6,1198,811,-200,1863,1045,28.3,27.5,1.0418,-200
1.1,904,-200,5.8,801,852,53,1400,862,24.1,37.9,1.1204,44
2.6,1288,-200,12.4,1064,539,153,1446,1123,22.8,34.9,0.9576,317
2.2,1312,-200,10.5,995,527,124,1488,1447,16.8,69.0,1.3135,312
1.1,1038,55,3.8,697,1260,82,1383,605,8.1,79.0,0.8544,84
5.9,1419,-200,24.2,1408,466,246,1531,1899,9.5,39.0,0.4644,764
4.1,1500,-200,23.6,1393,560,95,2163,1495,15.5,62.2,1.0875,279
-200,978,-200,4.8,756,834,115,1015,878,2.4,86.6,0.6369,266
-200,885,-200,5.2,773,1051,-200,1641,805,18.5,70.7,1.4962,-200
0.4,939,-200,4.1,718,927,53,1395,826,21.3,45.5,1.1405,39
-200,908,-200,3.1,657,1013,-200,1460,796,20.5,78.2,1.8678,-200
3,1289,-200,18.0,1239,733,118,1635,1469,18.8,49.3,1.0581,396
-200,863,-200,3.2,664,1172,-200,1381,808,13.2,61.7,0.9328,-200
2.7,1055,-200,10.8,1007,736,145,1301,1019,10.5,62.2,0.7923,457
2.6,982,-200,10.7,1003,1037,189,1117,1072,17.2,22.4,0.4354,498
1.7,984,-200,9.1,945,990,88,1423,747,25.8,19.5,0.6392,115
2.1,1157,-200,9.7,967,678,124,1365,1087,14.9,64.1,1.0773,421
1.4,1029,-200,6.1,816,804,54,1624,778,29.1,48.4,1.9186,75
1.3,1020,-200,4.5,736,854,93,1069,923,8.1,68.0,0.7396,213
2.4,1132,-200,9.3,950,659,123,1253,1106,7.7,73.8,0.7769,432
-200,1030,-200,6.8,848,734,71,1691,1048,21.8,74.1,1.9150,77
3.8,1362,-200,17.4,1223,535,212,1597,1517,18.3,51.0,1.0586,541
1,954,68,3.2,667,1180,60,1350,718,13.3,60.9,0.9229,58
2.9,1140,-200,15.2,1155,733,112,1660,1105,23.6,42.8,1.2300,320
3.1,1274,-200,15.4,1160,587,133,1412,1373,6.9,73.7,0.7348,606
2.3,1101,-200,8.2,908,707,204,1025,1095,7.8,37.6,0.4004,295
2,1010,-200,8.9,937,945,142,1444,949,18.5,31.2,0.6611,180
0.3,1119,-200,5.3,778,705,123,1187,1096,9.9,68.9,0.8388,192
0.6,877,-200,3.1,658,1047,46,1530,779,21.2,60.9,1.5092,41
3.9,1175,-200,18.3,1248,661,175,1308,1377,6.5,41.7,0.4047,516
2.4,1071,-200,7.7,885,740,133,1298,1090,15.7,60.9,1.0774,284
4.1,1363,-200,17.7,1229,515,147,1490,1638,8.0,71.9,0.7712,754
1.3,886,-200,3.8,699,1900,94,1106,766,10.1,75.3,0.9322,157
4.8,1355,-200,28.9,1526,567,134,2397,1658,22.8,42.7,1.1667,333
3.6,1424,-200,18.7,1260,494,-200,1568,1442,5.7,79.7,0.7340,-200
0.9,911,-200,4.6,743,1052,54,1370,739,16.7,43.4,0.8193,41
1.8,1044,-200,9.2,946,1009,119,1594,886,19.3,46.3,1.0279,138
1.8,-200,-200,-200.0,-200,-200,106,-200,-200,-200,-200,-200,123
-200,1381,-200,22.1,1355,516,-200,1931,1583,25.8,44.7,1.4590,-200
-200,876,-200,1.1,505,1456,-200,1294,467,15.5,56.9,0.9961,-200
1.5,943,132,6.8,850,1084,91,1296,544,22.1,21.3,0.5605,92
-200,724,-200,0.5,448,1917,18,1256,346,19.1,50.7,1.1090,12
0.5,841,-200,4.0,713,1326,68,1330,525,19.2,39.7,0.8728,73
4.4,1408,-200,24.3,1412,484,192,1608,2056,11.7,55.7,0.7630,811
-200,1037,-200,6.5,836,788,-200,1467,904,20.7,63.2,1.5240,-200
3.3,1551,-200,20.2,1303,469,99,1520,2171,13.5,51.5,0.7930,435
-200,1158,-200,13.5,1100,835,-200,1659,1211,20.2,37.4,0.8748,-200
1.5,1031,-200,7.3,868,798,79,1634,690,29.0,46.1,1.8141,63
4.7,1597,-200,30.9,1573,424,167,2307,1956,24.8,57.7,1.7765,652
2.8,1258,270,12.2,1057,841,119,1633,1244,13.6,44.9,0.6991,174
0.5,900,-200,4.8,751,891,129,913,637,4.9,45.3,0.3955,197
2.5,1155,-200,16.0,1181,580,82,1850,1302,24.3,47.8,1.4321,167
1.5,1079,-200,6.9,851,991,81,1490,738,25.8,27.7,0.9076,93
4.8,1478,-200,20.5,1310,492,194,1775,1542,14.7,63.1,1.0513,633
2.6,1225,-200,14.5,1134,614,122,1352,1421,11.5,57.3,0.7786,350
0.9,863,-200,3.4,678,1153,-200,1139,434,32.9,17.5,0.8622,-200
3.3,1234,-200,15.4,1161,629,200,1386,1318,6.3,61.7,0.5926,664
0.9,833,-200,3.0,653,1073,110,708,448,3.9,29.2,0.2378,186
-200,893,-200,4.6,741,1056,36,1664,743,18.9,79.0,1.7040,31
1.3,1016,-200,7.7,888,776,64,1485,1040,23.1,47.0,1.3122,169
0.8,966,-200,2.5,622,1317,67,1342,571,13.6,59.0,0.9129,63
1.2,887,-200,3.4,679,969,96,1132,786,12.3,71.2,1.0175,180
4.8,1513,-200,26.0,1455,554,153,2182,1822,17.5,49.8,0.9877,366
1.8,883,-200,6.8,849,910,141,1053,843,12.6,36.6,0.5314,361
1.4,987,-200,5.5,786,901,75,1220,936,13.0,69.4,1.0364,273
1.4,1056,-200,7.6,883,799,63,1672,684,36.2,31.1,1.8371,64
1.4,888,-200,5.7,799,1023,74,1531,637,21.7,46.5,1.1917,76
1.3,1009,-200,6.3,825,950,-200,1629,938,15.7,73.1,1.2902,-200
0.6,955,-200,5.4,783,844,151,976,845,10.0,40.6,0.4971,240
-200,1221,-200,22.6,1367,722,-200,2008,1330,18.4,45.7,0.9559,-200
1.3,968,-200,7.0,858,796,60,1388,894,16.0,75.9,1.3721,147
0.4,851,-200,0.5,440,1349,46,918,377,3.4,85.4,0.6736,46
1.8,1010,-200,9.0,940,759,124,960,1027,14.5,18.0,0.2956,329
0.6,834,-200,4.0,709,907,65,1348,835,21.8,54.1,1.4004,87
1.5,1032,-200,9.9,974,763,77,1800,982,26.2,49.4,1.6555,66
-200,1363,-200,12.6,1071,697,-200,1763,1178,25.7,55.8,1.8149,-200
1.6,1208,-200,8.8,931,622,201,1052,1485,3.5,54.2,0.4297,454
1.7,881,-200,6.4,831,911,116,1074,793,13.4,37.1,0.5683,330
1.2,972,-200,8.1,902,933,67,1647,878,24.9,41.2,1.2809,59
1.6,1048,-200,6.3,826,853,90,1637,747,28.8,41.3,1.6164,89
2.1,1225,-200,16.5,1196,673,145,1775,1277,41.9,14.8,1.1944,156
1.2,891,-200,5.5,790,927,131,764,584,9.3,18.4,0.2157,205
-200,1428,-200,23.6,1393,490,-200,1976,1608,21.2,61.7,1.5309,-200
0.7,791,-200,3.9,704,1057,69,1154,748,11.9,62.7,0.8726,166
1.4,1035,-200,8.4,917,882,64,1606,968,11.3,70.4,0.9443,135
2.9,1160,-200,16.9,1208,728,149,1925,1330,31.4,28.6,1.2980,220
0.5,820,-200,1.4,536,1137,70,777,374,11.9,35.6,0.4945,92
3.1,1341,454,15.9,1176,748,135,1825,1347,22.9,33.8,0.9322,167
2.8,1281,-200,13.8,1111,553,148,1483,1409,14.2,60.0,0.9684,383
-200,1282,-200,12.7,1075,605,-200,1651,1103,27.2,40.7,1.4481,-200
1.9,1096,220,9.2,947,872,113,1519,684,18.6,36.9,0.7829,115
1.5,998,-200,7.1,859,919,88,1450,1045,17.0,43.3,0.8341,90
0.6,839,-200,4.3,725,1052,52,1368,668,24.1,32.0,0.9467,36
-200,1029,-200,7.1,862,727,-200,1539,733,27.9,43.1,1.6004,-200
0.3,928,-200,4.1,716,1060,57,1252,459,39.4,13.7,0.9639,39
0.6,815,-200,3.3,670,971,44,1538,774,22.6,63.4,1.7136,44
0.6,889,-200,3.7,694,913,45,1198,743,14.9,72.3,1.2186,114
1.0,1003,-200,2.7,635,829,78,1235,711,13.7,80.6,1.2528,117
0.5,826,-200,2.4,612,1111,-200,1304,605,19.8,65.3,1.4894,-200
5.7,1846,-200,26.8,1474,389,265,1712,2426,11.4,55.4,0.7471,952
0.7,956,66,3.1,656,1251,68,1356,525,10.1,68.4,0.8443,76
0.9,1017,27,3.5,681,1246,64,1418,870,11.2,68.5,0.9081,82
-200,863,-200,3.9,703,1032,-200,1403,791,20.8,62.1,1.5044,-200
